Date,Amount,Purpose,Campaign Name,Payee Name,cpf_payee_info_address,city_name,state_abbreviation,zip_code,Campaign Type,Race,District Number,,,,
9/2/2014,30,Internet Marketing,Shepherd for Northwest Denver,Facebook,156 University Ave,Palo Alto,CA,94301,Candidate,District Councilmember,Council District 1,,,,
9/2/2014,52.27,Credit card fees for August,Sherman for Council,Sage Payment Solutions,1750 Old Meadow Road #300,Mclean,VA,22102,Candidate,District Councilmember,Council District 10,,,,
9/2/2014,53.57,Office supplies,Sherman for Council,Sameday Office Supply,7076 S. Alton Way,Centennial,CO,80112,Candidate,District Councilmember,Council District 10,,,,
9/2/2014,400,Consulting,Sherman for Council,Derrington Consulting,1033 Downing St. #110,Denver,CO,80218,Candidate,District Councilmember,Council District 10,,,,
9/2/2014,111.92,Website Support,The Committee to Elect Michael Borcherding,Bluehost Inc,560 Timpanogos Parkway,Orem,UT,84097,Candidate,District Councilmember,Council District 9,,,,
9/2/2014,5,Mnthly chg - internet bill pay,Halisi Vinson for Denver,First Bank,8901 E. Hampden Ave.,Denver,CO,80231,Candidate,District Councilmember,Council District 4,,,,
9/2/2014,10,Office Supplies,Nevitt for Auditor,Google Apps,1600 Amphitheatre Parkway,Mountain View,CO,94043,Candidate,Auditor,,,,,
9/2/2014,17.5,Credit Card Expense,Wayne New for City Council,Mastercard,2000 Purchase Street,Purchase,NY,10577,Candidate,District Councilmember,Council District 10,,,,
9/2/2014,14.06,Postage / Mailing,Langston for Denver,OfficeMax,343 S. Broadway,Denver,CO,80209,Candidate,District Councilmember,Council District 7,,,,
9/2/2014,10.76,Postage / Mailing,Langston for Denver,OfficeMax,343 S. Broadway,Denver,CO,80209,Candidate,District Councilmember,Council District 7,,,,
9/2/2014,208.37,Postage / Mailing,Langston for Denver,USPS,225 South Broadway,Denver,CO,80209,Candidate,District Councilmember,Council District 7,,,,
9/2/2014,56.95,Postage / Mailing,Langston for Denver,USPS,225 South Broadway,Denver,CO,80209,Candidate,District Councilmember,Council District 7,,,,
9/2/2014,30.78,Postage / Mailing,Langston for Denver,USPS,225 South Broadway,Denver,CO,80209,Candidate,District Councilmember,Council District 7,,,,
9/2/2014,4.16,Email Services,Luchia for District 7,Google Billing,1600 Amphitheatre Pkwy,Mountain View,CA,94043,Candidate,District Councilmember,Council District 7,,,,
9/2/2015,100,Donation,MacKenzie for Council,Colorado Democratic Party,789 Sherman St. #110,Denver,CO,80205,Candidate,District Councilmember,Council District 1,,,,
9/2/2015,56.52,Business lunch,MacKenzie for Council,Fire Restaurant,1201 Broadway,Denver,CO,80203,Candidate,District Councilmember,Council District 1,,,,
9/2/2015,10,Analysis Service Charge,Jeanne Robb for City Council,UMB Bank Colorado,1635 E Colfax Ave,Denver,CO,80218,Candidate,District Councilmember,Council District 10,,,,
5/28/2014,0.46,Banking fees,Kniech for Council At-Large,Litle & Co,8500 Governors Hill Drive,Cincinnati,OH,45249,Candidate,Council-At-Large,,,,,
5/28/2014,7.04,Credit Card Process Fee,Nevitt for Auditor,Litle & Co,900 Chelmsford St,Lowell,MA,1851,Candidate,Auditor,,,,,
5/28/2014,6.15,Credit Card Process Fee,Nevitt for Auditor,ActBlue,PO Box 441146,Somerville,MA,2114,Candidate,Auditor,,,,,
5/28/2014,29.3,bank fee,Friends of Tea Schook,PayPal,2211 North First Street,San Jose,CA,95131,Candidate,District Councilmember,Council District 11,,,,
5/28/2015,0.5,CC Processing Fee,Albus Brooks for City Council,Litle and Company,900 Chelmsford St,Lowell,MA,1851,Candidate,District Councilmember,Council District 8,,,,
5/28/2015,32,Travel,Albus Brooks for City Council,Carlson Wagonlit Travel,10101 E Hampden Ave,Denver,CO,80231,Candidate,District Councilmember,Council District 8,,,,
5/28/2015,36.29,Food/Beverage,Albus Brooks for City Council,Hillstone,303 Josephine St,Denver,CO,80206,Candidate,District Councilmember,Council District 8,,,,
5/28/2015,1100,Consultant,Albus Brooks for City Council,Derrington Consulting,536 Downing, Unit A,Denver,CO,80218,Candidate,District Councilmember,Council District 8,,,
5/28/2015,250,Contribution,Charlie Brown for City Council,Jolon Clark for City Council,1245 S. Pennsylvania,Denver,CO,80210,Candidate,District Councilmember,Council District 6,,,,
5/28/2015,0.5,Banking Fees,Kniech for Council At-Large,Litle & Co,8500 Governors Hill Drive,Cincinnati,OH,45249,Candidate,Council-At-Large,,,,,
5/28/2015,0.5,Bank Fee,Nevitt for Auditor,Litle & Co,900 Chelmsford St,Lowell,MA,1851,Candidate,Auditor,,,,,
5/28/2015,7000,Voter Contact,Kendra Black for District 4 City Council,Blitz Canvassing,4950 S. Yosemite St. F2 #195,Greenwood Village,CO,80111,Candidate,District Councilmember,Council District 4,,,,
5/28/2015,1743.11,Campaign Materials,Sean Bradley for Denver City Council District 11,Office Depot,3511 North Salida Court Suite 30,Aurora,CO,80011,Candidate,District Councilmember,Council District 11,,,,
5/28/2015,1000,Campaign Canvassing,Sean Bradley for Denver City Council District 11,Sam Lopez,4840 Chambers Road,Denver,CO,80239,Candidate,District Councilmember,Council District 11,,,,
5/28/2015,165,Printing Materials,Sean Bradley for Denver City Council District 11,Mailbox Express,4860 Chambers Road,Denver,CO,80239,Candidate,District Councilmember,Council District 11,,,,
5/28/2015,1816.67,Mailer Expense,Wayne New for City Council,Sunset Printing, LLC,2253 West College Ave,Englewood,CO,80110,Candidate,District Councilmember,Council District 10,,,
5/28/2015,246.2,Email Expense,Wayne New for City Council,Campaign Products of the Rockies,PO Box 13365,Denver,CO,80201,Candidate,District Councilmember,Council District 10,,,,
5/28/2015,1901.11,Mailer Expense,Wayne New for City Council,Colorado Data Mail,2525 West 4th Avenue,Denver,CO,80219,Candidate,District Councilmember,Council District 10,,,,
5/28/2015,3.56,Advertising,Citizens for John Kidd,Google, Inc.,PO BOX 39000,San Francisco,CA,94139,Candidate,District Councilmember,Council District 2,,,
5/28/2015,53.4,canvasser coffee,Travis Leiker for Denver City Council ,Daz Bog,1200 Clayton,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
5/29/2012,160.12,Cell Phone,Hancock for Denver,T-Mobile,14200 E. Alameda,Aurora,CO,80040,Candidate,Mayor,,,,,
5/29/2012,400,Email services ,Hancock for Denver,Wired for Change,1700 Connecticut Ave. NW Suite 403,Washington,DC,20009,Candidate,Mayor,,,,,
5/29/2012,21000,Refund of candidate loan,Friends for Chris Herndon,Christopher Herndon,PO Box 390807,Denver,CO,80239,Candidate,District Councilmember,Council District 11,,,,
5/29/2012,53.28,Campaign Phones,Mejia for Mayor,Vonage, Inc,23 Main St,Holmdel,NJ,7733,Candidate,Mayor,,,,
5/29/2013,6.87,Shipping,Albus Brooks for City Council,FedEx Office,1509 Blake St,Denver,CO,80202,Candidate,District Councilmember,Council District 8,,,,
5/29/2013,2,Parking,Albus Brooks for City Council,Public Works-Parking,201 W. Colfax Ave,Denver,CO,80202,Candidate,District Councilmember,Council District 8,,,,
5/29/2013,1.25,Parking,Albus Brooks for City Council,Public Works-Parking,201 W. Colfax Ave,Denver,CO,80202,Candidate,District Councilmember,Council District 8,,,,
5/29/2013,1,Parking,Albus Brooks for City Council,Public Works-Parking,201 W. Colfax Ave,Denver,CO,80202,Candidate,District Councilmember,Council District 8,,,,
5/29/2013,1.5,Parking,Albus Brooks for City Council,Public Works-Parking,201 W. Colfax Ave,Denver,CO,80202,Candidate,District Councilmember,Council District 8,,,,
5/29/2013,40,DDP Awards Dinner,Charlie Brown for City Council,Sheraton Hotel,511 16th Street,Denver,CO,80202,Candidate,District Councilmember,Council District 6,,,,
5/29/2014,21,Downtown Denver Awards Dinner,Charlie Brown for City Council,Sheraton Hotel,511 16th Street,Denver,CO,80202,Candidate,District Councilmember,Council District 6,,,,
5/29/2014,80,Copier Maintance,Citizens for Jeanne Faatz,Lewan & Associates,1400 So Colorado Blvd,Denver,CO,80217,Candidate,District Councilmember,Council District 2,,,,
5/29/2014,560.57,Event Food & Beverage,Hancock for Denver,Capital Grille,1450 Larimer St.,Denver,CO,80202,Candidate,Mayor,,,,,
5/29/2015,20,Bank Fee,Albus Brooks for City Council,WellsFargo,2559 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
5/29/2015,3,paper statement fee,Connor for Council,Key Bank,PO Box 93885,Cleveland,OH,44101,Candidate,District Councilmember,Council District 7,,,,
5/29/2015,4,Bank Fees,Elect Chris Martinez,First Bank,18521 Green Valley Ranch Blvd,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
5/29/2015,6150,Consulting,Kendra Black for District 4 City Council,Sean Walsh Consulting, Inc.,1065 Emerson St. #B,Denver,CO,80218,Candidate,District Councilmember,Council District 4,,,
7/16/2013,25,Transportation,Albus Brooks for City Council,Uber Technologies,1062 Delaware St,Denver,CO,80204,Candidate,District Councilmember,Council District 8,,,,
7/16/2013,25,Transportation,Albus Brooks for City Council,Uber Technologies,1062 Delaware St,Denver,CO,80204,Candidate,District Councilmember,Council District 8,,,,
7/16/2013,17,Transportation,Albus Brooks for City Council,Uber Technologies,1062 Delaware St,Denver,CO,80204,Candidate,District Councilmember,Council District 8,,,,
7/16/2014,0.5,Bank Fees,Albus Brooks for City Council,ActBlue,14 Arrow St, Ste 11,Cambridge,MA,2138,Candidate,District Councilmember,Council District 8,,,
7/16/2014,104.44,Banner,Friends for Chris Herndon,South of Ed Designs, LLC,4310 Wright St.,Wheat Ridge,CO,80033,Candidate,District Councilmember,Council District 11,,,
7/16/2014,348.75,Door Hangers/Flyers,Wayne New for City Council,Doan Design,1682 East Euclid Avenue,Centennial,CO,80121,Candidate,District Councilmember,Council District 10,,,,
7/16/2014,2.07,Card Processing Fees,Aaron Greco for Denver ,Democracy Engine,2125 14th Street Northwest,Washington,DC,20009,Candidate,District Councilmember,Council District 7,,,,
7/16/2014,1392.56,Literature - walk pieces,Friends for Kevin Flynn,C&D Printing,5351 Tennyson St,Denver,CO,80212,Candidate,District Councilmember,Council District 2,,,,
7/16/2015,500,memorial tree in Cheesman for campaign worker,Travis Leiker for Denver City Council ,The Park People,1510 s grant,Denver,CO,80210,Candidate,District Councilmember,Council District 10,,,,
7/17/2013,100,Reimbursement for Mistaken Deposit,Albus Brooks for City Council,Debi Brooks,3651 Vine St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
7/17/2014,42,PO Box Fee,Friends for Ian,USPS,450 West 14th Avenue,Denver,CO,80204,Candidate,District Councilmember,Council District 7,,,,
7/17/2015,22,Parking fee,Charlie Brown for City Council,Denver Art Museum,100 West 14th Avenue,Denver,CO,80204,Candidate,District Councilmember,Council District 6,,,,
7/17/2015,48,print scanning for appreciation reception,Charlie Brown for City Council,Mike's Camera,759 S. Colorado Blvd,Denver,CO,80246,Candidate,District Councilmember,Council District 6,,,,
7/17/2015,6,Debit card fee,Friends for Kevin Flynn,1stBank,PO Box 150097,Lakewood,CO,80215,Candidate,District Councilmember,Council District 2,,,,
7/17/2015,705,Signatures collected,Committee for Limited Social Cannabis Consumption,Henry A Hurst,3716 S. Mission Pkwy,Aurora,CO,80013,PAC,,,,,,
7/18/2012,1500,leadership building/ voter contact,Judy Montero Victory Fund,Colorado Cultural Commission,2890 Newland,Wheat Ridge,CO,80214,Candidate,District Councilmember,Council District 9,,,,
7/18/2013,318.81,Cell Phone,Hancock for Denver,Verizon Wireless,7000 Central Ave. SW,Albuquerque,NM,87121,Candidate,Mayor,,,,,
7/18/2014,180,Police for Concert,Jeanne Robb for City Council,Detective Lisa Love,3822 So Joplin St,Aurora,CO,80013,Candidate,District Councilmember,Council District 10,,,,
7/18/2014,1057.68,Printing,Campaign to Elect Shelli Brown,C&D Printing,#1C, 5351 Tennyson Street,Denver,CO,80212,Candidate,District Councilmember,Council District 11,,,
7/18/2014,282.92,Campaign t-shirts,Friends for Kevin Flynn,Denver Screen Print & Embroidery,3333 Mariposa St,Denver,CO,80211,Candidate,District Councilmember,Council District 2,,,,
7/18/2014,97,Park Pavilion Rental,Friends for Kevin Flynn,Denver Permit Dept.,201 W Colfax Ave Dept. 108,Denver,CO,80202,Candidate,District Councilmember,Council District 2,,,,
7/18/2014,833,software,O'Brien for Auditor,TrailBlazer,620 Mendelssohn Ave N #186,Golden Valley,MN,55427,Candidate,Auditor,,,,,
7/18/2015,99.51,Inaugural Party Event,Debra for Denver,Wallabys,1550 S. Parker,Denver,CO,80231,Candidate,Clerk & Recorder,,,,,
7/18/2015,50,Prize,Teamsters Local No. 17 Political Action Committee,Brian Bender,5501 E. 111th Pl,Thornton,CO,80233,PAC,,,,,,
7/18/2015,75,Golf fundraiser Prize,Teamsters Local No. 17 Political Action Committee,Pete Lange,10963 Northglenn Dr,Northglenn,CO,80233,PAC,,,,,,
7/18/2015,50,Prize,Teamsters Local No. 17 Political Action Committee,Troy Bender,5501 E. 111th Pl,Thornton,CO,80233,PAC,,,,,,
7/18/2015,100,Golf Fundraiser Prize,Teamsters Local No. 17 Political Action Committee,Russell Smith,18260 E Asbury Pl,Aurora,CO,80013,PAC,,,,,,
7/18/2015,75,Golf Fundraiser Prize,Teamsters Local No. 17 Political Action Committee,Doug Rice,16971 E Progress Cr N,Centennial,CO,80015,PAC,,,,,,
7/18/2015,75,Golf Fundraiser Prize,Teamsters Local No. 17 Political Action Committee,Thomas Smith,16408 E Alameda #205,Aurora,CO,80017,PAC,,,,,,
7/18/2015,75,Golf Fundraiser Prize,Teamsters Local No. 17 Political Action Committee,John Lehto,4054 S Netherland St,Aurora,CO,80017,PAC,,,,,,
7/18/2015,100,Golf Fundraiser Prize,Teamsters Local No. 17 Political Action Committee,Eddie Horn,1456 S Argonne Cr,Aurora,CO,80017,PAC,,,,,,
7/18/2015,50,Prize,Teamsters Local No. 17 Political Action Committee,Dave Boehm,43186 Pearson Ranch Rd,Parker,CO,80138,PAC,,,,,,
7/18/2015,100,Golf Fundraiser Prize,Teamsters Local No. 17 Political Action Committee,Mark Goodrich,10705 E. Whispering Pines,Parker,CO,80138,PAC,,,,,,
7/18/2015,50,Prize,Teamsters Local No. 17 Political Action Committee,Mike Salas,5460 Twilite Way,Parker,CO,80134,PAC,,,,,,
7/18/2015,5196,Golf Fundraiser Expenses,Teamsters Local No. 17 Political Action Committee,Park Hill Golf Course,4141 E 35th Avenue,Denver,CO,80207,PAC,,,,,,
7/18/2015,100,Golf Fundraiser Prize,Teamsters Local No. 17 Political Action Committee,Terry pounder,12770 W 19th Pl,Lakewood,CO,80215,PAC,,,,,,
7/19/2015,475.23,Inaugural Party Event,Debra for Denver,Dickeys Barbecue Pitt,10551 E. Garden Drive,Aurora,CO,80012,Candidate,Clerk & Recorder,,,,,
7/19/2015,1500,Consulting,Friends for Kevin Flynn,Geoff Tchon,1145 Sherman St,Denver,CO,80203,Candidate,District Councilmember,Council District 2,,,,
7/20/2012,196.16,Campaign dinner expense,Hancock for Denver,Row 14,891 14th Street,Denver,CO,80202,Candidate,Mayor,,,,,
5/31/2013,3,Paper Statement Fee,Connor for Council,Key Bank,100 Broadway,Denver,CO,80203,Candidate,District Councilmember,Council District 7,,,,
5/31/2013,1000,Event Facility Rent,Hancock for Denver,City Park Golf Course,2500 York St.,Denver,CO,80205,Candidate,Mayor,,,,,
5/31/2013,1750,Fundraising event,Friends for Chris Herndon,Philanthropy Expert,1045 Lincoln Street  #205,Denver,CO,80203,Candidate,District Councilmember,Council District 11,,,,
5/31/2014,196,Outstanding Alumni Award mileage reimbursement,Charlie Brown for City Council,UW Alumni Association,1000 E. University Ave,Laramie,WY,82071,Candidate,District Councilmember,Council District 6,,,,
5/31/2014,3,paper statement fee,Connor for Council,Key Bank,100 Broadway,Denver,CO,80203,Candidate,District Councilmember,Council District 7,,,,
5/31/2014,87.72,PayPal fees during May,Sherman for Council,PayPal,Online,San Jose,CA,95131,Candidate,District Councilmember,Council District 10,,,,
5/31/2014,209.84,Laser printer,Halisi Vinson for Denver,Best Buy,4100 E. Mexico Ave,Denver,CO,80222,Candidate,District Councilmember,Council District 4,,,,
5/31/2015,177.17,Reimbursement for refreshments & supplies,Langston for Denver,Mickki Langston,178 W. Cedar Ave.,Denver,CO,80223,Candidate,District Councilmember,Council District 7,,,,
6/1/2012,7034.42,Reinbursement for St. Patrick's Day Party expenses.,Gallagher for Auditor,Dennis Gallagher,5097 Meade Street,Denver,CO,80221,Candidate,Auditor,,,,,
6/1/2012,7.2,Web hosting,Choose Steve.com,Dreamhost,417 Associated Rd.,Brea,CA,92821,Candidate,District Councilmember,Council District 11,,,,
6/1/2013,1000,Reimbursement-Event Fee,Hancock for Denver,MDL Consulting LLC,2807 W. 23rd Ave.,Denver,CO,80211,Candidate,Mayor,,,,,
6/1/2014,354,lodging,Charlie Brown for City Council,Hilton Garden Inn,2229 Grand Ave,Laramie,WY,82070,Candidate,District Councilmember,Council District 6,,,,
6/1/2014,19,meals,Charlie Brown for City Council,Coal Creek Coffee Company,110 East Grand Ave,Laramie,WY,82070,Candidate,District Councilmember,Council District 6,,,,
6/1/2014,100,donation to school PTO,Elect Chris Martinez,Florida Pitt Waller PTO,21601 E 51st Place,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
6/1/2014,19.98,Self-Inked Stamps,Shepherd for Northwest Denver,Office Max Online,UNKNOWN,Denver,CO,80214,Candidate,District Councilmember,Council District 1,,,,
6/1/2015,53.3,Bank Fee,Albus Brooks for City Council,Litle and Company,900 Chelmsford St,Lowell,MA,1851,Candidate,District Councilmember,Council District 8,,,,
6/1/2015,686.75,Advertising,Albus Brooks for City Council,Facebook,471 Emerson St,Palo Alto,CA,94301,Candidate,District Councilmember,Council District 8,,,,
6/1/2015,15,Staff Lunch,Charlie Brown for City Council,Campus Lounge,701 South University Blvd,Denver,CO,80209,Candidate,District Councilmember,Council District 6,,,,
6/1/2015,25,Wire Fee,Debra for Denver,1st Bank,P.O. Box150097,Lakewood,CO,80215,Candidate,Clerk & Recorder,,,,,
6/1/2015,1200,Campaign consultant,Susman for City Council,Compass Strategy Group,4238 Eliot St,Denver,CO,80211,Candidate,District Councilmember,Council District 5,,,,
6/1/2015,87.84,wrapping up,The Committee to Elect Michael Borcherding,Cash Withdrawel,1601 Blake Street Suite 105,Denver,CO,80202,Candidate,District Councilmember,Council District 9,,,,
6/1/2015,34,bank fee,Campaign to Elect Shelli Brown,FirstBank,18521 Green Valley Ranch Boulevard,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
6/1/2015,35,Marketing,Kendra Black for District 4 City Council,Facebook, Inc.,1601Willow Rd.,Menlo Park,CA,94025,Candidate,District Councilmember,Council District 4,,,
6/1/2015,3009.02,Payroll,Kendra Black for District 4 City Council,Melissa Kemp,12745 Winona Cir.,Broomfield,CO,80020,Candidate,District Councilmember,Council District 4,,,,
6/1/2015,760,Campaign Office Support,Sean Bradley for Denver City Council District 11,Patrick Thibault,2380 Court Place #408,Denver,CO,80205,Candidate,District Councilmember,Council District 11,,,,
6/1/2015,96.14,Office Food for Volunteers and Staff,Sean Bradley for Denver City Council District 11,Walmart Superstore #3127,5154 Chambers Road,Denver,CO,80239,Candidate,District Councilmember,Council District 11,,,,
6/1/2015,425,Social Media,Wayne New for City Council,Diana Crawford PR LLC,1066 Pennsylvania Street,Denver,CO,80203,Candidate,District Councilmember,Council District 10,,,,
6/1/2015,422,Mailing Expense,Wayne New for City Council,Sara Harmer,486 Corona,Denver,CO,80218,Candidate,District Councilmember,Council District 10,,,,
6/1/2015,23.66,Supplies,Rafael Espinoza for District Councilmember,OFFICE MAX,343 S. Broadway,Denver,CO,80209,Candidate,District Councilmember,Council District 1,,,,
6/1/2015,15,Account fee,Friends for Kevin Flynn,1stBank,PO Box 150097,Lakewood,CO,80215,Candidate,District Councilmember,Council District 2,,,,
6/1/2015,9.16,Advertising,Citizens for John Kidd,Facebook, Inc.,1601 Willow Rd,Menlo Park,CA,94025,Candidate,District Councilmember,Council District 2,,,
6/1/2015,1250,Campaign Manager,Committee to Elect Stacie Gilmore,Magen Elenz,1055 Logan Street,Denver,CO,80203,Candidate,District Councilmember,Council District 11,,,,
6/1/2015,40,Advertising,Travis Leiker for Denver City Council ,Facebook Ads,1 Hacker Way,Menlo Park,CA,94025,Candidate,District Councilmember,Council District 10,,,,
6/1/2015,170.55,advertising,Travis Leiker for Denver City Council ,Facebook Ads,1 Hacker Way,Menlo Park,CA,94025,Candidate,District Councilmember,Council District 10,,,,
6/1/2015,284.04,Facebook Ads,Anna Jones For City Council,Facebook,1601 Willow Rd,Menlo Park,CA,94025,Candidate,District Councilmember,Council District 10,,,,
6/1/2015,32.29,Stationary,Anna Jones For City Council,Tattered Cover Book Store,2526 E Colfax Ave,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
6/2/2014,34.16,Food and Beverage,Albus Brooks for City Council,Ace Denver,501 E 17th Ave,Denver,CO,80203,Candidate,District Councilmember,Council District 8,,,,
10/6/2014,30,monthly fee,O'Brien for Auditor,PayPal,2211 North First Street,San Jose,CA,95131,Candidate,Auditor,,,,,
10/6/2014,32674.67,Postage,Preschool Matters,C&D Prnting,5351 Tennyson Street Unit 1-C,Denver,CO,80212,Issue,,,,,,
10/6/2015,30.34,Domain renewal,Susman for City Council,Genevieve Kline,5821 East Ithaca Place,Denver,CO,80237,Candidate,District Councilmember,Council District 5,,,,
10/6/2015,5,Overdraft Fee,Rafael Espinoza for District Councilmember,COMMUNITY BANK OF COLORADO,277 Broadway, Ste C,Denver,CO,80203,Candidate,District Councilmember,Council District 1,,,
10/6/2015,85,Advertising,O'Brien for Auditor,Denver Democrats,789 Sherman St,Denver,CO,80203,Candidate,Auditor,,,,,
10/6/2015,16574,Website, online advertising,A Smart Deal for Denver,4Degrees Inc,8980 W Tennessee Ave,Lakewood,CO,80226,Issue,,,,,
10/6/2015,317.57,Advertising,College Matters; Yes on 2A,Egan Printing CO,1245 Elati Street,Denver,CO,80204,Issue,,,,,,
10/6/2015,1042,Advertising,College Matters; Yes on 2A,Campaign Products of the Rockies,PO Box 13365,Denver,CO,80201,Issue,,,,,,
10/6/2015,20000,TV Ads,Unite Here for 1A,Unite Here for Good Airport Jobs,5303 E Evans Ave., Suite 302,Denver,CO,80222,Issue,,,,,
10/7/2012,56,Constituent Meeting,Charlie Brown for City Council,Poppies,2334 S. Colorado Blvd,Denver,CO,80222,Candidate,District Councilmember,Council District 6,,,,
10/7/2012,400,contribution,Friends of Marcia Johnson,Wings Over the Rockies Museum,7711 E. Academy Blvd,Denver,CO,80230,Candidate,District Councilmember,Council District 5,,,,
10/7/2012,100,contribution,Friends of Marcia Johnson,Gathering Place,1535 Hight Street,Denver,CO,80218,Candidate,District Councilmember,Council District 5,,,,
10/7/2012,300,contribution,Friends of Marcia Johnson,Historic Denver Inc,1420 Ogden Street # 202,Denver,CO,80218,Candidate,District Councilmember,Council District 5,,,,
10/7/2012,65,contribution,Friends of Marcia Johnson,Colorado Preservation,1420 Ogden Street #103,Denver,CO,80218,Candidate,District Councilmember,Council District 5,,,,
10/7/2012,75,contribution,Friends of Marcia Johnson,City Park Jazz,PO Box 18384,Denver,CO,80218,Candidate,District Councilmember,Council District 5,,,,
10/7/2012,175,contribution,Friends of Marcia Johnson,Food Bank of the Rockies,PO Box 151560,Denver,CO,80215,Candidate,District Councilmember,Council District 5,,,,
10/7/2012,100,contribution,Friends of Marcia Johnson,Project CURE,10377 E. Geddes Ave #200,Centennial,CO,80112,Candidate,District Councilmember,Council District 5,,,,
10/7/2012,100,contribution,Friends of Marcia Johnson,Denver Brass,2253 Downing Street,Denver,CO,80205,Candidate,District Councilmember,Council District 5,,,,
10/7/2012,100,contribution,Friends of Marcia Johnson,Denver Urban Gardens,3377 Blake Street #113,Denver,CO,80205,Candidate,District Councilmember,Council District 5,,,,
10/7/2012,550,contribution,Friends of Marcia Johnson,Sand Creek Regional Greenway,7350 E. 29th Ave. #300,Denver,CO,80238,Candidate,District Councilmember,Council District 5,,,,
10/7/2012,100,contribution,Friends of Marcia Johnson,Doctors Without Borders,PO Box 5023,Hagerstown,MD,21741,Candidate,District Councilmember,Council District 5,,,,
10/7/2013,14.99,Transportation/Travel ,Albus Brooks for City Council,United Airlines ,PO Box 66100,Chicago,IL,60666,Candidate,District Councilmember,Council District 8,,,,
10/7/2013,255.98,Phone Bill,Albus Brooks for City Council,AT&T ,1001 16th St Mall,Denver,CO,80265,Candidate,District Councilmember,Council District 8,,,,
10/7/2013,5,Fee,Albus Brooks for City Council,Wells Fargo ,2559 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
10/7/2013,1.1,Fee,Albus Brooks for City Council,Wells Fargo ,2559 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
10/7/2013,1075.12,Office Equipment-Laptop,Albus Brooks for City Council,Apple Online,Online,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
10/7/2013,25,Transportation,Albus Brooks for City Council,Uber Technologies,1062 Delaware St,Denver,CO,80204,Candidate,District Councilmember,Council District 8,,,,
10/7/2013,190.86,Petty Cash-German Marshall Fellowship Meals,Albus Brooks for City Council,Fortes Bank Brussels,PO Box 181268,Denver,CO,80218,Candidate,District Councilmember,Council District 8,,,,
10/7/2013,36.81,Hotel-German MArshall Fellowship,Albus Brooks for City Council,Thon Hotel Brussels,PO Box 181268 ,Denver,CO,80218,Candidate,District Councilmember,Council District 8,,,,
10/7/2013,5000,Consulting-Fundraising,Hancock for Denver,Philanthropy Expert LLC,1045 Lincoln St. Suite 205,Denver,CO,80203,Candidate,Mayor,,,,,
10/7/2013,700,consulting,Kniech for Council At-Large,Derrington Consulting,1033 Downing St #110,Denver,CO,80218,Candidate,Council-At-Large,,,,,
10/7/2014,405,Republican breakfast meeting,Denver County Republican Central Committee,Holiday Inn Denver Cherry Creek,455 S Colorado Blvd,Denver,CO,80246,PAC,,,,,,
10/7/2014,200,contribution,Charlie Brown for City Council,Jon Roberts,1777 S. Harrison,Denver,CO,80222,Candidate,District Councilmember,Council District 6,,,,
10/7/2014,200,Event Table,Shepherd for Northwest Denver,Democratic Party of Denver,574 South Broadway,Denver,CO,80209,Candidate,District Councilmember,Council District 1,,,,
10/7/2014,3.99,Website,Adams for Denver City Council,Web Network Solutions,12808 Gran Bay Parkway,Jacksonville,FL,32258,Candidate,District Councilmember,Council District 6,,,,
10/7/2015,31.96,Food/Beverage,Albus Brooks for City Council,Cap City Tavern,1247 Bannock,Denver,CO,80204,Candidate,District Councilmember,Council District 8,,,,
10/7/2015,16.25,Halloween event,Jeanne Robb for City Council,District 6 Police Department,1566 Washington St,Denver,CO,80203,Candidate,District Councilmember,Council District 10,,,,
10/7/2015,33.71,Labels,Jeanne Robb for City Council,Jeanne Robb,2000 E 7th Ave Pkwy,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
6/3/2015,3000,Office - Rent,Hancock for Denver,Parkway Center LLC,7000 E. Belleview Ave. Suite 300,Englewood,CO,80111,Candidate,Mayor,,,,,
6/3/2015,2500,c3 Donation,Hickenlooper for Mayor,Escuela Tlatelolco,2949 Federal Blvd,Denver,CO,80211,Candidate,Mayor,,,,,
6/3/2015,237.7,Credit Card Charges,Wayne New for City Council,Credit Card Processing,PO Box 3429 ,Thousand Oaks,CA,91359,Candidate,District Councilmember,Council District 10,,,,
6/3/2015,1500,Consulting,Friends for Kevin Flynn,Matthew Stewart,4545 S Monaco St #438,Denver,CO,80237,Candidate,District Councilmember,Council District 2,,,,
6/3/2015,500,Consulting,Friends for Kevin Flynn,Jose Silva,18625 E 47th Ave,Denver,CO,80249,Candidate,District Councilmember,Council District 2,,,,
6/3/2015,1500,Consulting,Friends for Kevin Flynn,Morgan Watters,278 Sherman St,Denver,CO,80203,Candidate,District Councilmember,Council District 2,,,,
